51,57,50,10,
51,58,50,10,
51,59,50,10,
51,59,51,10,
51,57,52,10,
51,58,52,10,
51,59,52,10,
51,57,49,9,
51,57,48,9,
51,57,47,9,
51,57,53,9,
51,57,54,9,
51,57,55,9,
51,58,49,11,
51,58,48,11,
51,58,47,7,
51,58,53,11,
51,58,54,11,
51,58,55,7,
51,59,49,7,
51,59,48,7,
51,59,47,7,
51,59,53,7,
51,59,54,7,
51,59,55,7,
51,60,47,7,
51,60,48,7,
51,60,49,7,
51,60,50,7,
51,60,51,7,
51,60,52,7,
51,60,53,7,
51,60,54,7,
51,60,55,7,
51,57,46,8,
51,58,46,8,
51,59,46,8,
51,60,46,8,
51,57,56,8,
51,58,56,8,
51,59,56,8,
51,60,56,8,
51,61,46,9,
51,61,47,9,
51,61,48,9,
51,61,49,9,
51,61,50,9,
51,61,51,9,
51,61,52,9,
51,61,53,9,
51,61,54,9,
51,61,55,9,
51,61,56,9,
52,61,46,9,
52,61,47,9,
52,61,48,9,
52,61,49,9,
52,61,50,9,
52,61,51,9,
52,61,52,9,
52,61,53,9,
52,61,54,9,
52,61,55,9,
52,61,56,9,
53,61,46,9,
53,61,47,9,
53,61,48,9,
53,61,49,9,
53,61,50,9,
53,61,51,9,
53,61,52,9,
53,61,53,9,
53,61,54,9,
53,61,55,9,
53,61,56,9,
54,61,46,9,
54,61,47,9,
54,61,48,9,
54,61,49,9,
54,61,50,9,
54,61,51,9,
54,61,52,9,
54,61,53,9,
54,61,54,9,
54,61,55,9,
54,61,56,9,
55,61,46,9,
55,61,47,9,
55,61,48,9,
55,61,49,9,
55,61,50,9,
55,61,51,9,
55,61,52,9,
55,61,53,9,
55,61,54,9,
55,61,55,9,
55,61,56,9,
56,61,46,9,
56,61,47,9,
56,61,48,9,
56,61,49,9,
56,61,50,9,
56,61,51,9,
56,61,52,9,
56,61,53,9,
56,61,54,9,
56,61,55,9,
56,61,56,9,
57,61,46,9,
57,61,47,9,
57,61,48,9,
57,61,49,9,
57,61,50,9,
57,61,51,9,
57,61,52,9,
57,61,53,9,
57,61,54,9,
57,61,55,9,
57,61,56,9,
58,61,46,9,
58,61,47,9,
58,61,48,9,
58,61,49,9,
58,61,50,9,
58,61,51,9,
58,61,52,9,
58,61,53,9,
58,61,54,9,
58,61,55,9,
58,61,56,9,
59,61,46,9,
59,61,47,9,
59,61,48,9,
59,61,49,9,
59,61,50,9,
59,61,51,9,
59,61,52,9,
59,61,53,9,
59,61,54,9,
59,61,55,9,
59,61,56,9,
60,61,46,9,
60,61,47,9,
60,61,48,9,
60,61,49,9,
60,61,50,9,
60,61,51,9,
60,61,52,9,
60,61,53,9,
60,61,54,9,
60,61,55,9,
60,61,56,9,
61,61,46,9,
61,61,47,9,
61,61,48,9,
61,61,49,9,
61,61,50,9,
61,61,51,9,
61,61,52,9,
61,61,53,9,
61,61,54,9,
61,61,55,9,
61,61,56,9,
62,61,46,9,
62,61,47,9,
62,61,48,9,
62,61,49,9,
62,61,50,9,
62,61,51,9,
62,61,52,9,
62,61,53,9,
62,61,54,9,
62,61,55,9,
62,61,56,9,
63,61,46,9,
63,61,47,9,
63,61,48,9,
63,61,49,9,
63,61,50,9,
63,61,51,9,
63,61,52,9,
63,61,53,9,
63,61,54,9,
63,61,55,9,
63,61,56,9,
64,61,46,9,
64,61,47,9,
64,61,48,9,
64,61,49,9,
64,61,50,9,
64,61,51,9,
64,61,52,9,
64,61,53,9,
64,61,54,9,
64,61,55,9,
64,61,56,9,
65,61,46,9,
65,61,47,9,
65,61,48,9,
65,61,49,9,
65,61,50,9,
65,61,51,9,
65,61,52,9,
65,61,53,9,
65,61,54,9,
65,61,55,9,
65,61,56,9,
52,57,46,9,
53,57,46,9,
54,57,46,9,
55,57,46,9,
56,57,46,9,
57,57,46,9,
58,57,46,9,
59,57,46,9,
60,57,46,9,
61,57,46,9,
62,57,46,9,
63,57,46,9,
64,57,46,9,
65,57,46,8,
65,58,46,8,
65,59,46,8,
65,60,46,8,
52,58,46,7,
53,58,46,7,
54,58,46,7,
55,58,46,11,
56,58,46,11,
57,58,46,11,
58,58,46,7,
59,58,46,7,
60,58,46,7,
61,58,46,7,
62,58,46,7,
63,58,46,7,
64,58,46,7,
52,59,46,7,
53,59,46,7,
54,59,46,7,
55,59,46,7,
56,59,46,7,
