57,59,46,7,
58,59,46,7,
59,59,46,7,
60,59,46,7,
61,59,46,7,
62,59,46,7,
63,59,46,7,
64,59,46,7,
52,60,46,7,
53,60,46,7,
54,60,46,7,
55,60,46,7,
56,60,46,7,
57,60,46,7,
58,60,46,7,
59,60,46,7,
60,60,46,7,
61,60,46,7,
62,60,46,7,
63,60,46,7,
64,60,46,7,
52,57,56,9,
53,57,56,9,
54,57,56,9,
55,57,56,9,
56,57,56,9,
57,57,56,9,
58,57,56,9,
59,57,56,9,
60,57,56,9,
61,57,56,9,
62,57,56,9,
63,57,56,9,
64,57,56,9,
65,57,56,8,
65,58,56,8,
65,59,56,8,
65,60,56,8,
52,58,56,7,
53,58,56,7,
54,58,56,7,
55,58,56,7,
56,58,56,7,
57,58,56,7,
58,58,56,7,
59,58,56,7,
60,58,56,7,
61,58,56,7,
62,58,56,7,
63,58,56,7,
64,58,56,7,
52,59,56,7,
53,59,56,7,
54,59,56,7,
55,59,56,7,
56,59,56,7,
57,59,56,7,
58,59,56,7,
59,59,56,7,
60,59,56,7,
61,59,56,7,
62,59,56,7,
63,59,56,7,
64,59,56,7,
52,60,56,7,
53,60,56,7,
54,60,56,7,
55,60,56,7,
56,60,56,7,
57,60,56,7,
58,60,56,7,
59,60,56,7,
60,60,56,7,
61,60,56,7,
62,60,56,7,
63,60,56,7,
64,60,56,7,
64,57,47,9,
64,57,48,9,
64,57,49,9,
64,57,50,9,
64,57,51,9,
64,57,52,9,
64,57,53,9,
64,57,54,9,
64,57,55,9,
64,58,47,9,
64,58,48,11,
64,58,49,11,
64,58,50,9,
64,58,51,9,
64,58,52,9,
64,58,53,11,
64,58,54,11,
64,58,55,9,
64,59,47,9,
64,59,48,9,
64,59,49,9,
64,59,50,9,
64,59,51,9,
64,59,52,9,
64,59,53,9,
64,59,54,9,
64,59,55,9,
64,60,47,9,
64,60,48,9,
64,60,49,9,
64,60,50,9,
64,60,51,9,
64,60,52,9,
64,60,53,9,
64,60,54,9,
64,60,55,9,
64,57,51,9,
63,57,51,9,
62,57,51,9,
61,57,51,9,
60,57,51,9,
60,57,50,9,
60,57,49,9,
60,57,47,9,
64,58,51,7,
63,58,51,7,
62,58,51,7,
61,58,51,7,
60,58,51,7,
60,58,50,7,
60,58,49,7,
60,58,47,7,
64,59,51,7,
63,59,51,7,
62,59,51,7,
61,59,51,7,
60,59,51,7,
60,59,50,7,
60,59,49,7,
60,59,47,7,
64,60,51,10,
63,60,51,10,
62,60,51,10,
61,60,51,10,
60,60,51,10,
60,60,50,10,
60,60,49,10,
60,60,47,10,
60,59,48,7,
60,60,48,10,

64,57,47,13,
63,57,47,13,
64,57,48,12,
63,57,48,12,
64,57,49,12,
63,57,49,12,
61,57,50,8,

63,57,53,7,
63,57,54,7,
64,57,53,7,
64,57,54,7,
65,57,53,7,
65,57,54,7,
57,57,47,7,
56,57,47,7,
55,57,47,7,

52,56,54,0,
52,56,55,0,
53,56,54,0,
53,56,55,0,
53,55,54,0,
53,55,55,0,
54,56,54,0,
54,56,55,0,
54,55,54,0,
54,55,55,0,
54,54,54,0,
54,54,55,0,

54,53,54,0,
54,53,55,0,



oakplank 7
oaklog 8
moss cobble 9
moss brick 10
glass 11
red wool 12
white wool 13
farmland 14

area 41-87
